ENSMUST00000178537 ENSMUSG00000095668
ENSMUST00000020391 ENSMUSG00000020175
ENSMUST00000136944 ENSMUSG00000020175
ENSMUST00000142507 ENSMUSG00000020175
ENSMUST00000146440 ENSMUSG00000020175
ENSMUST00000122815 ENSMUSG00000020175
ENSMUST00000139384 ENSMUSG00000020175
ENSMUST00000151432 ENSMUSG00000020175
ENSMUST00000028106 ENSMUSG00000026768
ENSMUST00000172791 ENSMUSG00000026768
ENSMUST00000148055 ENSMUSG00000026768
ENSMUST00000129370 ENSMUSG00000026768
ENSMUST00000172716 ENSMUSG00000026768
ENSMUST00000141477 ENSMUSG00000026768
ENSMUST00000130548 ENSMUSG00000026768
ENSMUST00000051087 ENSMUSG00000042834
ENSMUST00000171533 ENSMUSG00000042834
ENSMUST00000168890 ENSMUSG00000042834
ENSMUST00000184257 ENSMUSG00000099102
ENSMUST00000184940 ENSMUSG00000099102
ENSMUST00000041683 ENSMUSG00000042506
ENSMUST00000173525 ENSMUSG00000042506
ENSMUST00000174035 ENSMUSG00000042506
ENSMUST00000174301 ENSMUSG00000042506
ENSMUST00000174220 ENSMUSG00000042506
ENSMUST00000058060 ENSMUSG00000044502
ENSMUST00000109415 ENSMUSG00000044502
ENSMUST00000135169 ENSMUSG00000028965
ENSMUST00000030808 ENSMUSG00000028965
ENSMUST00000105671 ENSMUSG00000028965
ENSMUST00000139826 ENSMUSG00000028965
ENSMUST00000146133 ENSMUSG00000028965
ENSMUST00000060901 ENSMUSG00000028965
ENSMUST00000126707 ENSMUSG00000028965
ENSMUST00000105672 ENSMUSG00000028965
ENSMUST00000116257 ENSMUSG00000028965
ENSMUST00000146417 ENSMUSG00000057068
ENSMUST00000149617 ENSMUSG00000057068
ENSMUST00000176621 ENSMUSG00000057068
ENSMUST00000175974 ENSMUSG00000057068
ENSMUST00000131166 ENSMUSG00000057068
ENSMUST00000176448 ENSMUSG00000057068
ENSMUST00000082382 ENSMUSG00000057068
ENSMUST00000121288 ENSMUSG00000035095
ENSMUST00000128313 ENSMUSG00000035095
ENSMUST00000042808 ENSMUSG00000038188
ENSMUST00000118243 ENSMUSG00000038188
ENSMUST00000123819 ENSMUSG00000038188
ENSMUST00000034830 ENSMUSG00000032291
ENSMUST00000115658 ENSMUSG00000007440
ENSMUST00000154330 ENSMUSG00000020477
ENSMUST00000020770 ENSMUSG00000020477
ENSMUST00000149980 ENSMUSG00000020477
ENSMUST00000132874 ENSMUSG00000020477
ENSMUST00000123697 ENSMUSG00000020477
ENSMUST00000061516 ENSMUSG00000045551
ENSMUST00000030385 ENSMUSG00000028636
ENSMUST00000106316 ENSMUSG00000028636
ENSMUST00000140641 ENSMUSG00000028636
ENSMUST00000092041 ENSMUSG00000037013
ENSMUST00000040924 ENSMUSG00000037013
ENSMUST00000040964 ENSMUSG00000037013
ENSMUST00000135395 ENSMUSG00000032249
ENSMUST00000156461 ENSMUSG00000032249
ENSMUST00000136603 ENSMUSG00000032249
ENSMUST00000126451 ENSMUSG00000032249
ENSMUST00000129026 ENSMUSG00000032249
ENSMUST00000141277 ENSMUSG00000032249
ENSMUST00000145679 ENSMUSG00000032249
ENSMUST00000085519 ENSMUSG00000032249
ENSMUST00000128636 ENSMUSG00000032249
ENSMUST00000138226 ENSMUSG00000032249
ENSMUST00000028892 ENSMUSG00000027406
ENSMUST00000184538 ENSMUSG00000027406
ENSMUST00000149843 ENSMUSG00000027406
ENSMUST00000124868 ENSMUSG00000027406
ENSMUST00000185338 ENSMUSG00000094746
ENSMUST00000178063 ENSMUSG00000094746
ENSMUST00000162633 ENSMUSG00000032118
ENSMUST00000034630 ENSMUSG00000032118
ENSMUST00000161500 ENSMUSG00000032118
ENSMUST00000160041 ENSMUSG00000032118
ENSMUST00000162235 ENSMUSG00000032118
ENSMUST00000159137 ENSMUSG00000032118
ENSMUST00000161978 ENSMUSG00000032118
ENSMUST00000163816 ENSMUSG00000032118
ENSMUST00000089011 ENSMUSG00000037972
ENSMUST00000186207 ENSMUSG00000030811
ENSMUST00000189562 ENSMUSG00000030811
ENSMUST00000186116 ENSMUSG00000030811
ENSMUST00000033081 ENSMUSG00000030811
ENSMUST00000188580 ENSMUSG00000030811
ENSMUST00000053917 ENSMUSG00000024286
ENSMUST00000022529 ENSMUSG00000021957
ENSMUST00000160189 ENSMUSG00000021957
ENSMUST00000162356 ENSMUSG00000021957
ENSMUST00000160406 ENSMUSG00000021957
ENSMUST00000160274 ENSMUSG00000021957
ENSMUST00000058183 ENSMUSG00000050323
ENSMUST00000144475 ENSMUSG00000050323
ENSMUST00000126468 ENSMUSG00000050323
ENSMUST00000124607 ENSMUSG00000050323
ENSMUST00000154122 ENSMUSG00000050323
ENSMUST00000148127 ENSMUSG00000050323
ENSMUST00000141019 ENSMUSG00000050323
ENSMUST00000031239 ENSMUSG00000029299
ENSMUST00000130644 ENSMUSG00000029299
ENSMUST00000022464 ENSMUSG00000021907
ENSMUST00000130397 ENSMUSG00000021907
ENSMUST00000145007 ENSMUSG00000051906
ENSMUST00000156276 ENSMUSG00000051906
ENSMUST00000138439 ENSMUSG00000051906
ENSMUST00000128568 ENSMUSG00000051906
ENSMUST00000110437 ENSMUSG00000023330
ENSMUST00000170908 ENSMUSG00000023330
ENSMUST00000156037 ENSMUSG00000018238
ENSMUST00000145369 ENSMUSG00000018238
ENSMUST00000018382 ENSMUSG00000018238
ENSMUST00000040069 ENSMUSG00000036103
ENSMUST00000085671 ENSMUSG00000055991
ENSMUST00000031601 ENSMUSG00000055991
ENSMUST00000161896 ENSMUSG00000055991
ENSMUST00000162168 ENSMUSG00000055991
ENSMUST00000161881 ENSMUSG00000055991
ENSMUST00000160162 ENSMUSG00000055991
ENSMUST00000094103 ENSMUSG00000070407
ENSMUST00000155123 ENSMUSG00000038611
ENSMUST00000106027 ENSMUSG00000038611
ENSMUST00000134057 ENSMUSG00000038611
ENSMUST00000122143 ENSMUSG00000038611
ENSMUST00000132540 ENSMUSG00000038611
ENSMUST00000122868 ENSMUSG00000038611
ENSMUST00000144632 ENSMUSG00000038611
ENSMUST00000142572 ENSMUSG00000038611
ENSMUST00000130852 ENSMUSG00000038611
ENSMUST00000130687 ENSMUSG00000038611
ENSMUST00000144250 ENSMUSG00000038611
ENSMUST00000105358 ENSMUSG00000035504
ENSMUST00000105357 ENSMUSG00000035504
ENSMUST00000105354 ENSMUSG00000035504
ENSMUST00000105355 ENSMUSG00000035504
ENSMUST00000153167 ENSMUSG00000035504
ENSMUST00000040081 ENSMUSG00000035504
ENSMUST00000186864 ENSMUSG00000035504
ENSMUST00000037029 ENSMUSG00000033960
ENSMUST00000047851 ENSMUSG00000037790
ENSMUST00000112726 ENSMUSG00000096828
ENSMUST00000087916 ENSMUSG00000067567
ENSMUST00000154872 ENSMUSG00000067567
ENSMUST00000148481 ENSMUSG00000067567
ENSMUST00000137785 ENSMUSG00000067567
ENSMUST00000154024 ENSMUSG00000067567
ENSMUST00000095874 ENSMUSG00000071434
ENSMUST00000103020 ENSMUSG00000025375
ENSMUST00000064307 ENSMUSG00000025375
ENSMUST00000103019 ENSMUSG00000025375
ENSMUST00000150730 ENSMUSG00000025375
ENSMUST00000142959 ENSMUSG00000025375
ENSMUST00000134319 ENSMUSG00000025375
ENSMUST00000132575 ENSMUSG00000025375
ENSMUST00000136386 ENSMUSG00000025375
ENSMUST00000128836 ENSMUSG00000025375
ENSMUST00000159406 ENSMUSG00000039244
ENSMUST00000046418 ENSMUSG00000039244
ENSMUST00000160498 ENSMUSG00000039244
ENSMUST00000162332 ENSMUSG00000039244
ENSMUST00000140190 ENSMUSG00000025946
ENSMUST00000027083 ENSMUSG00000025946
ENSMUST00000030475 ENSMUSG00000028706
ENSMUST00000030474 ENSMUSG00000028706
ENSMUST00000165493 ENSMUSG00000028706
ENSMUST00000136655 ENSMUSG00000028706
ENSMUST00000152712 ENSMUSG00000028706
ENSMUST00000151720 ENSMUSG00000028706
ENSMUST00000033267 ENSMUSG00000030968
ENSMUST00000022269 ENSMUSG00000021749
ENSMUST00000168560 ENSMUSG00000091530
ENSMUST00000164863 ENSMUSG00000090996
ENSMUST00000038091 ENSMUSG00000038806
ENSMUST00000194948 ENSMUSG00000038806
ENSMUST00000080917 ENSMUSG00000059043
ENSMUST00000048112 ENSMUSG00000042216
ENSMUST00000145708 ENSMUSG00000042216
ENSMUST00000112325 ENSMUSG00000042216
ENSMUST00000057209 ENSMUSG00000042216
ENSMUST00000147856 ENSMUSG00000042216
ENSMUST00000112324 ENSMUSG00000042216
ENSMUST00000140981 ENSMUSG00000042216
ENSMUST00000138266 ENSMUSG00000042216
ENSMUST00000156340 ENSMUSG00000042216
ENSMUST00000154248 ENSMUSG00000042216
ENSMUST00000026016 ENSMUSG00000025040
ENSMUST00000177213 ENSMUSG00000025040
ENSMUST00000127690 ENSMUSG00000025040
ENSMUST00000176638 ENSMUSG00000025040
ENSMUST00000142638 ENSMUSG00000025040
ENSMUST00000154578 ENSMUSG00000020354
ENSMUST00000077221 ENSMUSG00000020354
ENSMUST00000109220 ENSMUSG00000020354
ENSMUST00000128558 ENSMUSG00000020354
ENSMUST00000002128 ENSMUSG00000002059
ENSMUST00000150941 ENSMUSG00000002059
ENSMUST00000108322 ENSMUSG00000002059
ENSMUST00000056241 ENSMUSG00000002059
ENSMUST00000148603 ENSMUSG00000002059
ENSMUST00000126864 ENSMUSG00000002059
ENSMUST00000156435 ENSMUSG00000002059
ENSMUST00000154542 ENSMUSG00000002059
ENSMUST00000046361 ENSMUSG00000037593
ENSMUST00000147549 ENSMUSG00000037593
ENSMUST00000122937 ENSMUSG00000037593
ENSMUST00000124730 ENSMUSG00000037593
ENSMUST00000130947 ENSMUSG00000037593
ENSMUST00000136011 ENSMUSG00000037593
ENSMUST00000098458 ENSMUSG00000044244
ENSMUST00000136606 ENSMUSG00000044244
ENSMUST00000136856 ENSMUSG00000044244
ENSMUST00000125259 ENSMUSG00000044244
ENSMUST00000152756 ENSMUSG00000044244
ENSMUST00000122880 ENSMUSG00000044244
ENSMUST00000022232 ENSMUSG00000021718
ENSMUST00000177108 ENSMUSG00000024227
ENSMUST00000025064 ENSMUSG00000024227
ENSMUST00000177360 ENSMUSG00000024227
ENSMUST00000089058 ENSMUSG00000014426
ENSMUST00000033662 ENSMUSG00000031299
ENSMUST00000156531 ENSMUSG00000031299
ENSMUST00000126440 ENSMUSG00000031299
ENSMUST00000127535 ENSMUSG00000031299
ENSMUST00000122359 ENSMUSG00000025083
ENSMUST00000148049 ENSMUSG00000025083
ENSMUST00000111584 ENSMUSG00000025083
ENSMUST00000132851 ENSMUSG00000025083
ENSMUST00000118800 ENSMUSG00000025083
ENSMUST00000126964 ENSMUSG00000025083
ENSMUST00000155467 ENSMUSG00000025083
ENSMUST00000025061 ENSMUSG00000024224
ENSMUST00000144675 ENSMUSG00000003813
ENSMUST00000003911 ENSMUSG00000003813
ENSMUST00000109761 ENSMUSG00000003813
ENSMUST00000128035 ENSMUSG00000003813
ENSMUST00000134395 ENSMUSG00000003813
ENSMUST00000144994 ENSMUSG00000003813
ENSMUST00000125711 ENSMUSG00000003813
ENSMUST00000075571 ENSMUSG00000003271
ENSMUST00000107735 ENSMUSG00000003271
ENSMUST00000140127 ENSMUSG00000003271
ENSMUST00000123250 ENSMUSG00000003271
ENSMUST00000138525 ENSMUSG00000003271
ENSMUST00000044829 ENSMUSG00000039540
ENSMUST00000109867 ENSMUSG00000041961
ENSMUST00000172492 ENSMUSG00000041961
ENSMUST00000143746 ENSMUSG00000041961
ENSMUST00000115829 ENSMUSG00000024274
ENSMUST00000028656 ENSMUSG00000027225
ENSMUST00000041676 ENSMUSG00000037346
ENSMUST00000060484 ENSMUSG00000049037
ENSMUST00000031625 ENSMUSG00000029621
ENSMUST00000134835 ENSMUSG00000029621
ENSMUST00000127694 ENSMUSG00000029621
ENSMUST00000124379 ENSMUSG00000029621
ENSMUST00000147564 ENSMUSG00000029621
ENSMUST00000142276 ENSMUSG00000029621
ENSMUST00000100872 ENSMUSG00000072707
ENSMUST00000057502 ENSMUSG00000048231
ENSMUST00000169950 ENSMUSG00000048231
ENSMUST00000142997 ENSMUSG00000035478
ENSMUST00000092295 ENSMUSG00000035478
ENSMUST00000105349 ENSMUSG00000035478
ENSMUST00000105348 ENSMUSG00000035478
ENSMUST00000105347 ENSMUSG00000035478
ENSMUST00000125618 ENSMUSG00000035478
ENSMUST00000169415 ENSMUSG00000092074
ENSMUST00000037235 ENSMUSG00000042631
ENSMUST00000161132 ENSMUSG00000046111
ENSMUST00000161795 ENSMUSG00000046111
ENSMUST00000059410 ENSMUSG00000046111
ENSMUST00000163010 ENSMUSG00000046111
ENSMUST00000162264 ENSMUSG00000046111
ENSMUST00000159156 ENSMUSG00000046111
ENSMUST00000161533 ENSMUSG00000046111
ENSMUST00000058041 ENSMUSG00000046111
ENSMUST00000160238 ENSMUSG00000046111
ENSMUST00000160692 ENSMUSG00000046111
ENSMUST00000162689 ENSMUSG00000046111
ENSMUST00000160946 ENSMUSG00000046111
ENSMUST00000098979 ENSMUSG00000046111
ENSMUST00000059452 ENSMUSG00000050600
ENSMUST00000091257 ENSMUSG00000027668
ENSMUST00000125182 ENSMUSG00000027668
ENSMUST00000147350 ENSMUSG00000027668
ENSMUST00000137565 ENSMUSG00000027668
ENSMUST00000118286 ENSMUSG00000027668
ENSMUST00000140328 ENSMUSG00000027668
ENSMUST00000194384 ENSMUSG00000027668
ENSMUST00000151320 ENSMUSG00000027668
ENSMUST00000191661 ENSMUSG00000027668
ENSMUST00000195334 ENSMUSG00000027668
ENSMUST00000097646 ENSMUSG00000024273
ENSMUST00000130466 ENSMUSG00000006932
ENSMUST00000007130 ENSMUSG00000006932
ENSMUST00000154356 ENSMUSG00000006932
ENSMUST00000154687 ENSMUSG00000006932
ENSMUST00000130845 ENSMUSG00000006932
ENSMUST00000145093 ENSMUSG00000006932
ENSMUST00000163844 ENSMUSG00000006932
ENSMUST00000170729 ENSMUSG00000006932
ENSMUST00000126633 ENSMUSG00000006932
ENSMUST00000156911 ENSMUSG00000006932
ENSMUST00000169931 ENSMUSG00000006932
ENSMUST00000133689 ENSMUSG00000006932
ENSMUST00000139138 ENSMUSG00000006932
ENSMUST00000178812 ENSMUSG00000006932
ENSMUST00000187650 ENSMUSG00000026420
ENSMUST00000121040 ENSMUSG00000026420
ENSMUST00000191279 ENSMUSG00000026420
ENSMUST00000188148 ENSMUSG00000026420
ENSMUST00000121153 ENSMUSG00000056537
ENSMUST00000070705 ENSMUSG00000056537
ENSMUST00000135101 ENSMUSG00000056537
ENSMUST00000049507 ENSMUSG00000044254
ENSMUST00000152611 ENSMUSG00000017405
ENSMUST00000017549 ENSMUSG00000017405
ENSMUST00000125528 ENSMUSG00000017405
ENSMUST00000131015 ENSMUSG00000017405
ENSMUST00000141444 ENSMUSG00000017405
ENSMUST00000147798 ENSMUSG00000017405
ENSMUST00000142812 ENSMUSG00000017405
ENSMUST00000148154 ENSMUSG00000017405
ENSMUST00000142347 ENSMUSG00000045503
ENSMUST00000109352 ENSMUSG00000045503
ENSMUST00000155250 ENSMUSG00000045503
ENSMUST00000138268 ENSMUSG00000045503
ENSMUST00000142892 ENSMUSG00000045503
ENSMUST00000125086 ENSMUSG00000045503
ENSMUST00000072452 ENSMUSG00000045503
ENSMUST00000185091 ENSMUSG00000051969
ENSMUST00000063570 ENSMUSG00000051969
ENSMUST00000036383 ENSMUSG00000042707
ENSMUST00000108777 ENSMUSG00000036819
ENSMUST00000045279 ENSMUSG00000036819
ENSMUST00000147163 ENSMUSG00000036819
ENSMUST00000126158 ENSMUSG00000036819
ENSMUST00000108241 ENSMUSG00000035575
ENSMUST00000043152 ENSMUSG00000035575
ENSMUST00000131921 ENSMUSG00000035575
ENSMUST00000146127 ENSMUSG00000035575
ENSMUST00000092075 ENSMUSG00000049411
ENSMUST00000055447 ENSMUSG00000049411
ENSMUST00000050228 ENSMUSG00000049411
ENSMUST00000092888 ENSMUSG00000069805
ENSMUST00000134814 ENSMUSG00000069805
ENSMUST00000150013 ENSMUSG00000069805
ENSMUST00000090457 ENSMUSG00000022543
ENSMUST00000025642 ENSMUSG00000024735
ENSMUST00000186416 ENSMUSG00000024735
ENSMUST00000187751 ENSMUSG00000024735
ENSMUST00000190275 ENSMUSG00000024735
ENSMUST00000179297 ENSMUSG00000024735
ENSMUST00000178868 ENSMUSG00000024735
ENSMUST00000191092 ENSMUSG00000024735
ENSMUST00000191552 ENSMUSG00000024735
ENSMUST00000001319 ENSMUSG00000001300
ENSMUST00000152698 ENSMUSG00000001300
ENSMUST00000089120 ENSMUSG00000095720
ENSMUST00000094077 ENSMUSG00000018476
ENSMUST00000156562 ENSMUSG00000018476
ENSMUST00000028917 ENSMUSG00000027430
ENSMUST00000145602 ENSMUSG00000027430
ENSMUST00000145814 ENSMUSG00000027430
ENSMUST00000125683 ENSMUSG00000027430
ENSMUST00000137406 ENSMUSG00000027430
ENSMUST00000111560 ENSMUSG00000061536
ENSMUST00000139193 ENSMUSG00000061536
ENSMUST00000132733 ENSMUSG00000061536
ENSMUST00000154978 ENSMUSG00000061536
ENSMUST00000078547 ENSMUSG00000061536
ENSMUST00000170523 ENSMUSG00000029188
ENSMUST00000147243 ENSMUSG00000029188
ENSMUST00000094787 ENSMUSG00000029188
ENSMUST00000168667 ENSMUSG00000029188
ENSMUST00000186341 ENSMUSG00000100265
ENSMUST00000166044 ENSMUSG00000003779
ENSMUST00000167161 ENSMUSG00000003779
ENSMUST00000036333 ENSMUSG00000035725
ENSMUST00000114044 ENSMUSG00000035725
ENSMUST00000195766 ENSMUSG00000095789
ENSMUST00000194521 ENSMUSG00000095789
ENSMUST00000178355 ENSMUSG00000095789
ENSMUST00000192787 ENSMUSG00000095789
ENSMUST00000151135 ENSMUSG00000020695
ENSMUST00000100335 ENSMUSG00000020695
ENSMUST00000126931 ENSMUSG00000020695
ENSMUST00000021038 ENSMUSG00000020695
ENSMUST00000142905 ENSMUSG00000020695
ENSMUST00000021649 ENSMUSG00000021226
ENSMUST00000184931 ENSMUSG00000027198
ENSMUST00000028623 ENSMUSG00000027198
ENSMUST00000139321 ENSMUSG00000027198
ENSMUST00000125407 ENSMUSG00000027198
ENSMUST00000132429 ENSMUSG00000027198
ENSMUST00000144780 ENSMUSG00000027198
ENSMUST00000123649 ENSMUSG00000027198
ENSMUST00000152344 ENSMUSG00000027198
ENSMUST00000145838 ENSMUSG00000027198
ENSMUST00000157046 ENSMUSG00000027198
ENSMUST00000111248 ENSMUSG00000027198
ENSMUST00000125027 ENSMUSG00000027198
ENSMUST00000107405 ENSMUSG00000027951
ENSMUST00000029563 ENSMUSG00000027951
ENSMUST00000121094 ENSMUSG00000027951
ENSMUST00000118341 ENSMUSG00000027951
ENSMUST00000098924 ENSMUSG00000027951
ENSMUST00000123691 ENSMUSG00000027951
ENSMUST00000150637 ENSMUSG00000027951
ENSMUST00000131030 ENSMUSG00000027951
ENSMUST00000047322 ENSMUSG00000041238
ENSMUST00000115861 ENSMUSG00000041238
ENSMUST00000032105 ENSMUSG00000030029
ENSMUST00000101126 ENSMUSG00000030029
ENSMUST00000150811 ENSMUSG00000030029
ENSMUST00000141014 ENSMUSG00000030029
ENSMUST00000124165 ENSMUSG00000030029
ENSMUST00000025983 ENSMUSG00000025010
ENSMUST00000120057 ENSMUSG00000025010
ENSMUST00000119316 ENSMUSG00000025010
ENSMUST00000128928 ENSMUSG00000040652
ENSMUST00000154502 ENSMUSG00000040652
ENSMUST00000153700 ENSMUSG00000040652
ENSMUST00000137696 ENSMUSG00000040652
ENSMUST00000147732 ENSMUSG00000040652
ENSMUST00000136166 ENSMUSG00000040652
ENSMUST00000128664 ENSMUSG00000040652
ENSMUST00000046490 ENSMUSG00000040652
ENSMUST00000055858 ENSMUSG00000045411
ENSMUST00000137702 ENSMUSG00000045411
ENSMUST00000188111 ENSMUSG00000045411
ENSMUST00000185481 ENSMUSG00000045411
ENSMUST00000144905 ENSMUSG00000045411
ENSMUST00000146155 ENSMUSG00000045411
ENSMUST00000107949 ENSMUSG00000045411
ENSMUST00000084937 ENSMUSG00000045411
ENSMUST00000107950 ENSMUSG00000045411
ENSMUST00000107948 ENSMUSG00000045411
ENSMUST00000136210 ENSMUSG00000045411
ENSMUST00000187524 ENSMUSG00000045411
ENSMUST00000138978 ENSMUSG00000045411
ENSMUST00000188476 ENSMUSG00000045411
ENSMUST00000187581 ENSMUSG00000045411
ENSMUST00000145653 ENSMUSG00000045411
ENSMUST00000071296 ENSMUSG00000045411
ENSMUST00000191537 ENSMUSG00000045411
ENSMUST00000188382 ENSMUSG00000045411
ENSMUST00000186606 ENSMUSG00000045411
ENSMUST00000022242 ENSMUSG00000021728
ENSMUST00000170554 ENSMUSG00000017316
ENSMUST00000017460 ENSMUSG00000017316
ENSMUST00000054223 ENSMUSG00000048830
ENSMUST00000023189 ENSMUSG00000022536
ENSMUST00000115844 ENSMUSG00000022536
ENSMUST00000056484 ENSMUSG00000051790
ENSMUST00000108634 ENSMUSG00000051790
ENSMUST00000139893 ENSMUSG00000051790
ENSMUST00000140477 ENSMUSG00000051790
ENSMUST00000038907 ENSMUSG00000037159
ENSMUST00000141490 ENSMUSG00000037159
ENSMUST00000142463 ENSMUSG00000027642
ENSMUST00000116380 ENSMUSG00000027642
ENSMUST00000029171 ENSMUSG00000027642
ENSMUST00000127252 ENSMUSG00000027642
ENSMUST00000150349 ENSMUSG00000027642
ENSMUST00000156007 ENSMUSG00000027642
ENSMUST00000126248 ENSMUSG00000027642
ENSMUST00000125311 ENSMUSG00000027642
ENSMUST00000123639 ENSMUSG00000027642
ENSMUST00000141934 ENSMUSG00000027642
ENSMUST00000149924 ENSMUSG00000027642
ENSMUST00000021652 ENSMUSG00000052392
ENSMUST00000128162 ENSMUSG00000052392
ENSMUST00000162473 ENSMUSG00000027524
ENSMUST00000029030 ENSMUSG00000027524
ENSMUST00000140908 ENSMUSG00000027524
ENSMUST00000137369 ENSMUSG00000027524
ENSMUST00000113959 ENSMUSG00000035395
ENSMUST00000113960 ENSMUSG00000035395
ENSMUST00000110700 ENSMUSG00000027284
ENSMUST00000148285 ENSMUSG00000027284
ENSMUST00000126753 ENSMUSG00000027284
ENSMUST00000124906 ENSMUSG00000027284
ENSMUST00000126133 ENSMUSG00000027284
ENSMUST00000152692 ENSMUSG00000027284
ENSMUST00000150860 ENSMUSG00000027284
ENSMUST00000136725 ENSMUSG00000027284
ENSMUST00000110701 ENSMUSG00000027284
ENSMUST00000090300 ENSMUSG00000060657
ENSMUST00000114001 ENSMUSG00000022957
ENSMUST00000113999 ENSMUSG00000022957
ENSMUST00000064797 ENSMUSG00000022957
ENSMUST00000114002 ENSMUSG00000022957
ENSMUST00000095909 ENSMUSG00000022957
ENSMUST00000056482 ENSMUSG00000022957
ENSMUST00000113996 ENSMUSG00000022957
ENSMUST00000139890 ENSMUSG00000022957
ENSMUST00000131983 ENSMUSG00000022957
ENSMUST00000113993 ENSMUSG00000022957
ENSMUST00000135057 ENSMUSG00000022957
ENSMUST00000133389 ENSMUSG00000022957
ENSMUST00000124094 ENSMUSG00000022957
ENSMUST00000156841 ENSMUSG00000022957
ENSMUST00000151044 ENSMUSG00000022957
ENSMUST00000144101 ENSMUSG00000022957
ENSMUST00000154967 ENSMUSG00000022957
ENSMUST00000153741 ENSMUSG00000022957
ENSMUST00000143023 ENSMUSG00000022957
ENSMUST00000126374 ENSMUSG00000022957
ENSMUST00000138117 ENSMUSG00000022957
ENSMUST00000141073 ENSMUSG00000022957
ENSMUST00000125052 ENSMUSG00000022957
ENSMUST00000131739 ENSMUSG00000022957
ENSMUST00000141625 ENSMUSG00000022957
ENSMUST00000137575 ENSMUSG00000022957
ENSMUST00000036734 ENSMUSG00000033751
ENSMUST00000156333 ENSMUSG00000014444
ENSMUST00000123671 ENSMUSG00000014444
ENSMUST00000128383 ENSMUSG00000014444
ENSMUST00000134304 ENSMUSG00000014444
ENSMUST00000155803 ENSMUSG00000014444
ENSMUST00000126553 ENSMUSG00000014444
ENSMUST00000152596 ENSMUSG00000014444
ENSMUST00000148497 ENSMUSG00000014444
ENSMUST00000067252 ENSMUSG00000014444
ENSMUST00000037315 ENSMUSG00000039202
ENSMUST00000135333 ENSMUSG00000039202
ENSMUST00000113199 ENSMUSG00000033460
ENSMUST00000035748 ENSMUSG00000033460
ENSMUST00000113197 ENSMUSG00000033460
ENSMUST00000051256 ENSMUSG00000033460
ENSMUST00000113198 ENSMUSG00000033460
ENSMUST00000113201 ENSMUSG00000033460
ENSMUST00000125684 ENSMUSG00000033460
ENSMUST00000138421 ENSMUSG00000033460
ENSMUST00000137173 ENSMUSG00000033460
ENSMUST00000129697 ENSMUSG00000033460
ENSMUST00000136983 ENSMUSG00000024826
ENSMUST00000025746 ENSMUSG00000024826
ENSMUST00000118623 ENSMUSG00000024826
ENSMUST00000129816 ENSMUSG00000024826
ENSMUST00000137465 ENSMUSG00000024826
ENSMUST00000123029 ENSMUSG00000024826
ENSMUST00000142995 ENSMUSG00000024826
ENSMUST00000154365 ENSMUSG00000024826
ENSMUST00000155937 ENSMUSG00000024826
ENSMUST00000165810 ENSMUSG00000091712
ENSMUST00000042035 ENSMUSG00000034730
ENSMUST00000186360 ENSMUSG00000034730
ENSMUST00000187485 ENSMUSG00000034730
ENSMUST00000189200 ENSMUSG00000034730
ENSMUST00000189353 ENSMUSG00000034730
ENSMUST00000190524 ENSMUSG00000034730
ENSMUST00000185682 ENSMUSG00000034730
ENSMUST00000187599 ENSMUSG00000034730
ENSMUST00000186095 ENSMUSG00000034730
ENSMUST00000187639 ENSMUSG00000034730
ENSMUST00000170845 ENSMUSG00000034730
ENSMUST00000080606 ENSMUSG00000078673
ENSMUST00000107477 ENSMUSG00000078673
ENSMUST00000120505 ENSMUSG00000083361
ENSMUST00000120704 ENSMUSG00000083361
ENSMUST00000006912 ENSMUSG00000026737
ENSMUST00000148583 ENSMUSG00000026737
ENSMUST00000152981 ENSMUSG00000026737
ENSMUST00000156972 ENSMUSG00000032125
ENSMUST00000115048 ENSMUSG00000032125
ENSMUST00000115046 ENSMUSG00000032125
ENSMUST00000102895 ENSMUSG00000032125
ENSMUST00000025270 ENSMUSG00000024404
ENSMUST00000026866 ENSMUSG00000059834
ENSMUST00000146125 ENSMUSG00000059834
ENSMUST00000148769 ENSMUSG00000059834
ENSMUST00000142908 ENSMUSG00000059834
ENSMUST00000140373 ENSMUSG00000059834
ENSMUST00000154773 ENSMUSG00000059834
ENSMUST00000156279 ENSMUSG00000059834
ENSMUST00000191629 ENSMUSG00000059834
ENSMUST00000086046 ENSMUSG00000029432
ENSMUST00000124342 ENSMUSG00000029432
ENSMUST00000137604 ENSMUSG00000029432
ENSMUST00000135160 ENSMUSG00000029432
ENSMUST00000186265 ENSMUSG00000029432
ENSMUST00000028499 ENSMUSG00000027087
ENSMUST00000125360 ENSMUSG00000027087
ENSMUST00000151463 ENSMUSG00000027087
ENSMUST00000148256 ENSMUSG00000027087
ENSMUST00000111740 ENSMUSG00000027087
ENSMUST00000141725 ENSMUSG00000027087
ENSMUST00000155521 ENSMUSG00000027087
ENSMUST00000125402 ENSMUSG00000027087
ENSMUST00000131192 ENSMUSG00000027087
ENSMUST00000097999 ENSMUSG00000030956
ENSMUST00000065371 ENSMUSG00000030956
ENSMUST00000097998 ENSMUSG00000030956
ENSMUST00000106169 ENSMUSG00000030956
ENSMUST00000106168 ENSMUSG00000030956
ENSMUST00000106166 ENSMUSG00000030956
ENSMUST00000106165 ENSMUSG00000030956
ENSMUST00000134946 ENSMUSG00000030956
ENSMUST00000140865 ENSMUSG00000030956
ENSMUST00000146460 ENSMUSG00000030956
